user_id,month,income,food & drink,rent,utilities,travel,entertainment,health & fitness,shopping,other,investment,total_expense,cluster,spender_type
U0013,2026-01,65348,13950,18415,5093,0,2103,0,4360,9034,12388,52955,1,Balanced
U0013,2026-02,65348,10553,21632,5047,0,2132,3574,6268,4811,11326,54017,1,Balanced
U0013,2026-03,65348,10001,16782,4454,3641,2974,2998,3181,5466,15848,49497,1,Balanced
U0013,2026-04,65348,14696,17606,4512,0,3830,0,4664,9571,10466,54879,1,Balanced
U0013,2026-05,65348,12098,17276,4906,0,4376,2114,5171,11959,7443,57900,1,Balanced
U0013,2026-06,65348,14002,21888,4985,4518,3222,0,5175,0,15070,53790,1,Balanced
U0013,2026-07,65348,12372,19053,3806,3800,3501,3665,4717,7774,6655,58688,1,Balanced
U0013,2026-08,65348,15427,16457,4586,2675,2764,0,5139,8472,9824,55520,1,Balanced
U0013,2026-09,65348,10752,22033,4669,2007,3217,1799,5219,6924,8723,56620,1,Balanced
U0013,2026-10,65348,14051,19366,3819,0,2372,1791,2822,12625,8500,56846,1,Balanced
U0013,2026-11,65348,11418,16430,3906,2629,2336,0,3781,13021,11823,53521,1,Balanced
U0013,2026-12,65348,12793,17042,5076,0,2605,1410,4442,7304,14671,50672,1,Balanced
U0014,2026-01,45750,10021,15717,3618,0,2767,0,2994,4503,6126,39620,1,Balanced
U0014,2026-02,45750,7803,12362,3554,1919,3060,1283,2303,4253,9209,36537,0,Saver
U0014,2026-03,45750,7006,14864,2441,1804,2937,0,4525,6180,5990,39757,1,Balanced
U0014,2026-04,45750,8900,14034,3386,2790,1577,2028,3086,2083,7862,37884,0,Saver
U0014,2026-05,45750,10478,12264,2576,0,1445,0,3512,9288,6183,39563,0,Saver
U0014,2026-06,45750,10199,11664,3285,2316,3137,0,4438,1260,9446,36299,1,Balanced
U0014,2026-07,45750,10140,14939,2307,2070,3087,1440,4147,1892,5723,40022,1,Balanced
U0014,2026-08,45750,9876,11651,3032,0,2817,2258,2773,7883,5456,40290,1,Balanced
U0014,2026-09,45750,9799,11855,2505,2441,1978,2475,4003,5082,5608,40138,1,Balanced
U0014,2026-10,45750,10555,11470,2630,1394,2109,1999,2460,6670,6459,39287,0,Saver
U0014,2026-11,45750,6935,13397,3342,0,3016,0,2713,10367,5977,39770,0,Saver
U0014,2026-12,45750,8025,15256,2317,2440,1795,1262,3401,548,10702,35044,0,Saver
U0015,2026-01,97205,20244,26330,5813,5166,3814,3356,5065,7520,19892,77308,1,Balanced
U0015,2026-02,97205,19549,25798,7413,7724,5425,0,4117,9851,17325,79877,2,High Spender
U0015,2026-03,97205,17715,27230,7245,7737,4138,0,7312,9495,16328,80872,2,High Spender
U0015,2026-04,97205,14638,33555,7477,0,6128,0,4947,18062,12394,84807,2,High Spender
U0015,2026-05,97205,23234,30911,5133,4457,6602,0,8161,0,21647,78498,2,High Spender
U0015,2026-06,97205,21057,31037,6177,0,3939,5040,7508,0,23031,74758,2,High Spender
U0015,2026-07,97205,14913,28191,7161,0,2925,0,6797,14920,22295,74907,1,Balanced
U0015,2026-08,97205,15724,29632,7405,0,4325,0,8169,21416,10531,86671,2,High Spender
U0015,2026-09,97205,16319,31449,5504,4483,6274,2410,5978,9673,15111,82090,2,High Spender
U0015,2026-10,97205,21034,28768,7437,0,4866,0,9398,11822,13876,83325,2,High Spender
U0015,2026-11,97205,19063,28879,6479,0,5149,0,6668,20026,10938,86264,2,High Spender
U0015,2026-12,97205,19436,26312,5558,5278,3075,0,6705,16781,14057,83145,1,Balanced
U0016,2026-01,62001,12446,21312,4645,0,4224,1468,3863,0,14421,47958,1,Balanced
U0016,2026-02,62001,12851,20193,3211,4046,4212,0,4020,894,12570,49427,1,Balanced
U0016,2026-03,62001,10522,16644,3348,0,1881,2308,2640,17052,7603,54395,1,Balanced
U0016,2026-04,62001,9541,19395,4411,0,3379,3359,4037,8420,9454,52542,1,Balanced
U0016,2026-05,62001,14652,21092,3745,4605,2046,2320,5503,0,12390,53963,1,Balanced
U0016,2026-06,62001,9999,16174,3341,4178,3814,3056,4467,9832,7135,54861,1,Balanced
U0016,2026-07,62001,9965,21678,3430,2589,2034,3493,3030,4236,11540,50455,1,Balanced
U0016,2026-08,62001,12302,19520,4806,0,2226,0,3968,12645,6530,55467,1,Balanced
U0016,2026-09,62001,9354,19731,4795,4718,4038,2731,5999,0,14426,51366,1,Balanced
U0016,2026-10,62001,9446,18010,4108,3374,2423,3617,3000,4147,13872,48125,1,Balanced
U0016,2026-11,62001,12001,15952,4923,0,3014,2685,2507,8292,12623,49374,1,Balanced
U0016,2026-12,62001,12030,17546,4177,4832,3500,0,2747,4263,12903,49095,1,Balanced
U0017,2026-01,73088,13523,19756,4936,0,4417,2510,6436,8468,13038,60046,1,Balanced
U0017,2026-02,73088,14697,18981,4247,0,3473,0,7184,13973,10529,62555,1,Balanced
U0017,2026-03,73088,15422,24515,3983,0,5019,4305,5922,4134,9784,63300,1,Balanced
U0017,2026-04,73088,16342,21364,4466,3965,4121,2650,6020,122,14034,59050,1,Balanced
U0017,2026-05,73088,17415,19284,4220,4803,4178,4207,6309,0,17872,60416,1,Balanced
U0017,2026-06,73088,15344,21660,4027,4125,5054,0,5493,81,17301,55784,1,Balanced
U0017,2026-07,73088,11837,21628,3808,0,4929,2764,5990,8046,14083,59002,1,Balanced
U0017,2026-08,73088,11917,21653,4069,2362,2577,1807,5626,10556,12517,60567,1,Balanced
U0017,2026-09,73088,12429,20459,4515,4260,2312,2136,5932,9475,11565,61518,1,Balanced
U0017,2026-10,73088,17018,22813,4666,3425,4342,1803,3612,3966,11440,61645,1,Balanced
U0017,2026-11,73088,17667,20673,5767,5073,3616,4155,3844,0,16686,60795,1,Balanced
U0017,2026-12,73088,17953,20639,3848,0,3009,0,6831,12812,7992,65092,1,Balanced
U0018,2026-01,32598,7204,10139,1854,1997,1928,1376,2255,2564,3278,29317,0,Saver
U0018,2026-02,32598,7201,11120,1823,1715,2089,0,2713,0,6703,26661,0,Saver
U0018,2026-03,32598,7996,11309,2436,1964,2007,839,2296,0,5467,28847,0,Saver
U0018,2026-04,32598,5294,9084,2441,0,1253,1642,3038,2834,7009,25586,0,Saver
U0018,2026-05,32598,6310,10174,2469,1221,1265,0,3055,4015,4087,28509,0,Saver
U0018,2026-06,32598,5728,10242,2171,1194,1192,1448,2003,3100,5515,27078,0,Saver
U0018,2026-07,32598,7003,10427,2268,0,2244,0,1608,2088,6956,25638,0,Saver
U0018,2026-08,32598,7675,10654,2368,1430,1895,1389,1623,1895,3664,28929,0,Saver
U0018,2026-09,32598,5837,10141,2447,0,1641,1573,2708,1952,6296,26299,0,Saver
U0018,2026-10,32598,7628,8632,1779,2177,1356,878,2025,1406,6713,25881,0,Saver
U0018,2026-11,32598,5356,9169,1804,1062,1459,1195,2094,5883,4571,28022,0,Saver
U0018,2026-12,32598,5806,9993,1817,2027,2228,0,1835,4075,4813,27781,0,Saver
U0019,2026-01,21607,4149,6227,1598,675,1440,0,1067,3392,3054,18548,0,Saver
U0019,2026-02,21607,4330,6856,1308,731,1175,918,1621,1876,2787,18815,0,Saver
U0019,2026-03,21607,3278,7251,1322,1698,1064,0,1957,215,4819,16785,0,Saver
U0019,2026-04,21607,5345,7250,1289,1604,1271,0,1635,0,3296,18394,0,Saver
U0019,2026-05,21607,4884,6801,1104,0,924,708,2079,2907,2196,19407,0,Saver
U0019,2026-06,21607,4826,6144,1424,0,778,0,1744,4292,2396,19208,0,Saver
U0019,2026-07,21607,5350,6023,1317,1680,1008,0,966,2565,2694,18909,0,Saver
U0019,2026-08,21607,4602,5501,1627,1280,1187,771,1338,848,4448,17154,0,Saver
U0019,2026-09,21607,4429,6725,1442,0,901,637,1554,701,5214,16389,0,Saver
U0019,2026-10,21607,4461,7319,1606,1247,1214,0,1605,0,4229,17452,0,Saver
U0019,2026-11,21607,4577,5502,1416,933,961,0,1800,1910,4504,17099,0,Saver
U0019,2026-12,21607,3526,6343,1333,0,1319,1216,1142,2938,3786,17817,0,Saver
U0020,2026-01,22427,4656,6876,1758,0,1005,0,1370,1246,5513,16911,0,Saver
U0020,2026-02,22427,3796,5828,1506,0,991,0,925,5994,3384,19040,0,Saver
U0020,2026-03,22427,4006,6032,1482,1728,1471,1311,1366,2717,2310,20113,0,Saver
U0020,2026-04,22427,3470,6866,1581,822,926,1095,1174,3403,3086,19337,0,Saver
U0020,2026-05,22427,5036,6606,1472,0,1540,1271,1841,0,4949,17766,0,Saver
U0020,2026-06,22427,4732,5914,1447,717,1107,0,2125,3216,3164,19258,0,Saver
U0020,2026-07,22427,4382,6960,1444,0,1314,0,1302,4399,2622,19801,0,Saver
U0020,2026-08,22427,4158,7670,1234,0,1393,0,1057,4659,2253,20171,0,Saver
U0020,2026-09,22427,5536,6719,1447,1284,1330,547,1067,0,4656,17930,0,Saver
U0020,2026-10,22427,4582,7412,1787,0,737,0,1711,2378,3817,18607,0,Saver
U0020,2026-11,22427,4855,7505,1753,0,1311,0,1427,513,5060,17364,0,Saver
U0020,2026-12,22427,4116,7383,1313,1096,1146,0,1869,715,4785,17638,0,Saver
U0021,2026-01,49336,7868,13817,2668,3143,2533,0,2864,7041,9399,39934,0,Saver
U0021,2026-02,49336,7550,16200,3128,2863,2685,2243,4208,3497,6957,42374,1,Balanced
U0021,2026-03,49336,11807,14273,2479,3214,2632,0,4882,0,10224,39287,1,Balanced
U0021,2026-04,49336,8317,15245,3808,0,3347,2113,3045,8266,5192,44141,1,Balanced
U0021,2026-05,49336,10785,12999,3303,3322,3072,0,4531,4161,7158,42173,1,Balanced
U0021,2026-06,49336,10788,12767,2621,0,2934,0,3105,7353,9764,39568,0,Saver
U0021,2026-07,49336,8957,12537,3942,1480,3024,1226,3324,8228,6614,42718,1,Balanced
U0021,2026-08,49336,7986,16859,2999,0,3198,0,3625,2474,12191,37141,0,Saver
U0021,2026-09,49336,7623,16979,3239,1574,3076,0,4325,471,12044,37287,1,Balanced
U0021,2026-10,49336,8884,12553,2972,0,1579,2921,3784,9325,7314,42018,1,Balanced
U0021,2026-11,49336,8876,12439,2528,3610,2521,0,4884,8227,6248,43085,1,Balanced
U0021,2026-12,49336,10968,16824,3252,1775,3162,2386,2426,2227,6312,43020,1,Balanced
U0022,2026-01,21349,5047,7273,1120,0,1262,0,920,1139,4585,16761,0,Saver
U0022,2026-02,21349,4419,6683,1609,0,872,882,951,3269,2660,18685,0,Saver
U0022,2026-03,21349,4598,6014,1275,1684,1480,0,1381,20,4892,16452,0,Saver
U0022,2026-04,21349,3242,5664,1549,0,1081,0,1636,2898,5276,16070,0,Saver
U0022,2026-05,21349,3489,5810,1521,0,1073,0,1930,3132,4391,16955,0,Saver
U0022,2026-06,21349,5258,6911,1342,0,1353,443,1987,61,3990,17355,0,Saver
U0022,2026-07,21349,5043,5764,1484,0,767,0,1957,2991,3339,18006,0,Saver
U0022,2026-08,21349,5041,6766,1077,676,1015,0,1997,1636,3137,18208,0,Saver
U0022,2026-09,21349,4837,6245,1551,0,729,0,1729,4018,2238,19109,0,Saver
U0022,2026-10,21349,3206,5800,1240,752,762,770,1989,3245,3579,17764,0,Saver
U0022,2026-11,21349,3226,5610,1601,0,1137,0,1702,4125,3944,17401,0,Saver
U0022,2026-12,21349,4460,5648,1132,1091,1486,938,1481,707,4401,16943,0,Saver
U0023,2026-01,50137,10867,13700,3080,1899,1825,1705,2360,3822,10874,39258,0,Saver
U0023,2026-02,50137,9096,15690,3423,1926,1578,0,2736,7008,8678,41457,0,Saver
U0023,2026-03,50137,11365,15452,3030,2609,3275,0,2345,3972,8084,42048,1,Balanced
U0023,2026-04,50137,7679,14629,3163,3284,1989,0,2171,5098,12120,38013,0,Saver
U0023,2026-05,50137,11017,15886,3426,0,2787,0,4478,3111,9428,40705,1,Balanced
U0023,2026-06,50137,11752,15005,3208,3394,3462,0,3285,4285,5743,44391,1,Balanced
U0023,2026-07,50137,10223,15772,2975,0,2112,0,2397,7430,9225,40909,0,Saver
U0023,2026-08,50137,8908,16502,3123,0,1641,0,3138,11090,5731,44402,0,Saver
U0023,2026-09,50137,10721,16540,3718,0,3321,0,3203,5161,7470,42664,1,Balanced
U0023,2026-10,50137,9811,16083,3926,0,3094,2963,3533,3775,6948,43185,1,Balanced
U0023,2026-11,50137,8076,13394,2971,3273,2834,0,2227,11277,6080,44052,1,Balanced
U0023,2026-12,50137,12063,16698,3796,0,3414,2292,3010,0,10398,41273,1,Balanced
U0024,2026-01,140805,31790,41590,11171,6777,6581,0,11705,8897,22289,118511,2,High Spender
U0024,2026-02,140805,26146,44290,7474,8849,5330,7478,7196,19574,14463,126337,2,High Spender
U0024,2026-03,140805,31214,39213,10159,0,6558,8278,11738,1451,32189,108611,2,High Spender
U0024,2026-04,140805,23244,36462,10122,6544,8243,5567,13125,5650,31842,108957,2,High Spender
U0024,2026-05,140805,24768,48187,7310,0,4459,0,9853,29862,16362,124439,2,High Spender
U0024,2026-06,140805,23723,42238,10059,0,8494,3297,12905,20170,19915,120886,2,High Spender
U0024,2026-07,140805,31087,41420,9175,0,6222,0,7288,14056,31555,109248,2,High Spender
U0024,2026-08,140805,34576,44576,8916,0,7058,0,9431,7014,29230,111571,2,High Spender
U0024,2026-09,140805,30942,37107,10439,0,7023,4912,12839,10249,27290,113511,2,High Spender
U0024,2026-10,140805,23014,43695,8763,0,5204,0,11172,24083,24870,115931,2,High Spender
U0024,2026-11,140805,26907,46045,9249,0,7295,4724,6632,7482,32468,108334,2,High Spender
U0024,2026-12,140805,26198,36810,11018,0,7332,7421,11185,20848,19990,120812,2,High Spender
U0025,2026-01,20619,4944,5225,1223,0,1106,0,1129,2824,4164,16451,0,Saver
U0025,2026-02,20619,4288,7109,1227,0,743,691,1029,1182,4346,16269,0,Saver
U0025,2026-03,20619,5044,6741,1246,0,828,0,1088,1411,4257,16358,0,Saver
U0025,2026-04,20619,3107,5705,1419,1023,1060,0,1521,3711,3070,17546,0,Saver
U0025,2026-05,20619,4584,5269,1585,800,864,793,1047,1318,4355,16260,0,Saver
U0025,2026-06,20619,3292,5976,1206,0,1345,522,1585,4378,2312,18304,0,Saver
